rubr0;rubr1;rubr_1_qty;rubr_1_import_share;rubr_0_qty;rubr_0_import_share
осциллографы;рефрактометры ручные;606;0.3;86958;0.56
осциллографы;частотомеры;1317;0.13;86958;0.56
осциллографы;частотомеры универсальные;1765;0.4;86958;0.56
осциллографы;частотомеры щитовые;318;0.08;86958;0.56
осциллографы;частотомеры электронно-счетные;2790;0.24;86958;0.56
пипетки;бюретки;11646;0.0;129119;0.0
пипетки;лупы измерительные;2116;0.0;129119;0.0
пипетки;мензурки вместимостью 50, 100,;6507;0.0;129119;0.0
пипетки;пипетки с одной отметкой;96115;0.0;129119;0.0
пипетки;пробирки;12735;0.0;129119;0.0
пирометры;ареометры стеклянные;41670;0.01;179147;0.04
пирометры;влагомеры;124;0.71;179147;0.04
пирометры;влагомеры зерна;53;0.92;179147;0.04
пирометры;влагомеры нефти поточные;658;0.04;179147;0.04
пирометры;влагомеры сырой нефти;395;0.0;179147;0.04
пирометры;влагомеры термогравиметрические инфракрасные;1368;0.87;179147;0.04
пирометры;гигрометры;126578;0.0;179147;0.04
пирометры;люксметры;2993;0.33;179147;0.04
пирометры;пирометры инфракрасные;5308;0.79;179147;0.04
полуприцепы-цистерны;автопоезда в составе автоцистерны;1;0.0;2372;0.03
полуприцепы-цистерны;грузы разборные эталонные iii;12;0.0;2372;0.03
полуприцепы-цистерны;полуприцепы-топливозаправщики;617;0.01;2372;0.03
полуприцепы-цистерны;полуприцепы-цистерны;1045;0.07;2372;0.03
полуприцепы-цистерны;прицепы-цистерны;38;0.0;2372;0.03
полуприцепы-цистерны;прицепы-цистерны и полуприцепы-цистерны;612;0.0;2372;0.03
полуприцепы-цистерны;цистерны транспортные;47;0.0;2372;0.03
преобразователи;ваттметpы поглощаемой мощности;33;0.0;657788;0.2
преобразователи;вибропреобразователи ускорения;348;0.27;657788;0.2
преобразователи;преобразователи;8663;0.32;657788;0.2
преобразователи;преобразователи виброизмерительные;1359;0.32;657788;0.2
преобразователи;преобразователи виброскорости;551;0.62;657788;0.2
преобразователи;преобразователи вихретоковые;3583;0.17;657788;0.2
преобразователи;преобразователи влажности и температуры;728;0.96;657788;0.2
преобразователи;преобразователи давления;8214;0.17;657788;0.2
преобразователи;преобразователи давления измерительные;98076;0.32;657788;0.2
преобразователи;преобразователи давления малогабаритные;846;0.0;657788;0.2
преобразователи;преобразователи давления эталонные;1249;0.0;657788;0.2
преобразователи;преобразователи измерительные;42057;0.58;657788;0.2
преобразователи;преобразователи измерительные напряжения переменного;11107;0.18;657788;0.2
преобразователи;преобразователи линейных перемещений;396;0.12;657788;0.2
преобразователи;преобразователи напряжения измерительные;4203;0.63;657788;0.2
преобразователи;преобразователи нормирующие;78;0.0;657788;0.2
преобразователи;преобразователи перемещения токовихревые;2103;0.92;657788;0.2
преобразователи;преобразователи промышленные;2121;0.31;657788;0.2
преобразователи;преобразователи расчетно-измерительные;711;0.0;657788;0.2
преобразователи;преобразователи температуры;7862;0.13;657788;0.2
преобразователи;преобразователи термоэлектрические;382775;0.01;657788;0.2
преобразователи;преобразователи термоэлектрические кабельные;9189;0.0;657788;0.2
преобразователи;преобразователи частоты;789;0.01;657788;0.2
преобразователи;стабилизаторы напряжения постоянного тока;2;0.0;657788;0.2
преобразователи;трансформаторы комбинированные;67;0.45;657788;0.2
преобразователи;трансформаторы напряжения;8725;0.08;657788;0.2
преобразователи;трансформаторы напряжения емкостные;247;0.68;657788;0.2
преобразователи;трансформаторы напряжения заземляемые;2577;0.0;657788;0.2
преобразователи;трансформаторы напряжения измерительные;582;0.13;657788;0.2
преобразователи;трансформаторы напряжения измерительные лабораторные;64;0.0;657788;0.2
преобразователи;трансформаторы напряжения незаземляемые;585;0.0;657788;0.2
преобразователи;трансформаторы напряжения однофазные;31;0.0;657788;0.2
преобразователи;трансформаторы тока измерительные на;57867;0.96;657788;0.2
приборы;приборы;1033;0.04;563477;0.9
приборы;приборы вторичные;989;0.06;563477;0.9
приборы;приборы для измерения артериального;508089;0.96;563477;0.9
приборы;приборы для измерения твердости;1143;0.07;563477;0.9
приборы;приборы измерения геометрических параметров;3520;0.1;563477;0.9
приборы;приборы кабельные;542;0.0;563477;0.9
приборы;приборы комбинированные;29379;0.65;563477;0.9
приборы;приборы комбинированные цифровые;5846;0.02;563477;0.9
приборы;приборы контроля изоляции;1884;0.03;563477;0.9
приборы;приборы кросса;110;0.0;563477;0.9
приборы;приборы проверки фар;447;0.0;563477;0.9
приборы;приборы регистрирующие;3033;0.08;563477;0.9
приборы;приборы счетные одноканальные;23;0.0;563477;0.9
приборы;приборы цифровые автоматические;2100;0.22;563477;0.9
приборы;приборы щитовые цифровые электроизмерительные;4730;0.01;563477;0.9
приборы;приборы энергетика многофункциональные для;46;0.0;563477;0.9
приборы;приборы энергетика многофункциональные портативные;563;0.0;563477;0.9
расходомеры;нитрат-тестеры;35;0.0;15156;0.3
расходомеры;плотномеры;1266;0.1;15156;0.3
расходомеры;плотномеры автоматические;443;0.62;15156;0.3
расходомеры;расходомеры;1149;0.31;15156;0.3
расходомеры;расходомеры вихревые;758;0.96;15156;0.3
расходомеры;расходомеры жидких сред;70;0.0;15156;0.3
расходомеры;расходомеры жидкости ультразвуковые двухканальные;363;0.29;15156;0.3
расходомеры;расходомеры массовые;904;1.0;15156;0.3
расходомеры;расходомеры ультразвуковые;517;0.48;15156;0.3
расходомеры;расходомеры электромагнитные;9651;0.19;15156;0.3
расходомеры-счетчики;нуль-индикаторы избирательные;3;0.0;597396;0.01
расходомеры-счетчики;расходомеры-счетчики жидкости ультразвуковые;3996;0.15;597396;0.01
расходомеры-счетчики;расходомеры-счетчики электромагнитные;31371;0.04;597396;0.01
расходомеры-счетчики;счетчики аэрозольных частиц;679;0.8;597396;0.01
расходомеры-счетчики;счетчики жидкости;369195;0.0;597396;0.01
расходомеры-счетчики;счетчики жидкости лопастные;3766;0.08;597396;0.01
расходомеры-счетчики;счетчики импульсов микропроцессорные;5073;0.0;597396;0.01
расходомеры-счетчики;счетчики пара вихревые;6;0.0;597396;0.01
расходомеры-счетчики;счетчики тепловой энергии;594;0.99;597396;0.01
расходомеры-счетчики;счетчики частиц в жидкости;52;0.94;597396;0.01
расходомеры-счетчики;счетчики электрической энергии;180675;0.0;597396;0.01
расходомеры-счетчики;счетчики-расходомеры массовые;1986;0.68;597396;0.01
регистраторы;вычислители;2231;0.03;75115;0.16
регистраторы;вычислители количества теплоты;7198;0.0;75115;0.16
регистраторы;измерители магнитного поля;2587;0.02;75115;0.16
регистраторы;комплексы учета энергоносителей;101;0.13;75115;0.16
регистраторы;модули ввода-вывода;174;0.0;75115;0.16
регистраторы;преобразователи расхода электромагнитные;33010;0.03;75115;0.16
регистраторы;рабочие эталоны 1-го разряда;113;0.04;75115;0.16
регистраторы;регистраторы безбумажные;3335;0.21;75115;0.16
регистраторы;синтезаторы частоты;136;0.03;75115;0.16
регистраторы;устройства сбора данных;554;0.01;75115;0.16
регистраторы;устройства сбора и передачи;3785;0.01;75115;0.16
регистраторы;формирователи телефонных соединений;18838;0.54;75115;0.16
регистраторы;электрокардиографы одно-, трехканальные;3053;0.04;75115;0.16
резервуары;резервуар железобетонный вертикальный цилиндрический;1;0.0;591;0.0
резервуары;резервуары вертикальные стальные цилиндрические;71;0.0;591;0.0
резервуары;резервуары горизонтальные стальные;1;0.0;591;0.0
резервуары;резервуары горизонтальные стальные цилиндрические;79;0.0;591;0.0
резервуары;резервуары горизонтальные товарной марки;7;0.0;591;0.0
резервуары;резервуары горизонтальные цилиндрические;18;0.0;591;0.0
резервуары;резервуары железобетонные вертикальные;11;0.0;591;0.0
резервуары;резервуары стальные вертикальные цилиндрические;399;0.01;591;0.0
резервуары;резервуары стальные горизонтальные;4;0.0;591;0.0
рейки;плиты поверочные и разметочные;1624;0.06;10984;0.37
рейки;рейки дорожные универсальные;4793;0.73;10984;0.37
рейки;рейки нивелирные;861;0.0;10984;0.37
рейки;скобы индикаторные;3706;0.12;10984;0.37
сигнализаторы;анализаторы азота;44;1.0;236681;0.05
сигнализаторы;анализаторы дымовых газов;2958;0.31;236681;0.05
сигнализаторы;индикаторы веса гидравлические;479;0.0;236681;0.05
сигнализаторы;корректоры объема газа;5205;0.03;236681;0.05
сигнализаторы;метан-реле для забойных машин;371;0.0;236681;0.05
сигнализаторы;сигнализаторы;33302;0.13;236681;0.05
сигнализаторы;сигнализаторы взрывоопасных газов и;2990;0.59;236681;0.05
сигнализаторы;сигнализаторы горючих газов;14016;0.03;236681;0.05
сигнализаторы;сигнализаторы давления;99;0.0;236681;0.05
сигнализаторы;сигнализаторы загазованности;161915;0.02;236681;0.05
сигнализаторы;сигнализаторы концентрации горючих газов;4;0.0;236681;0.05
сигнализаторы;сигнализаторы метана;3706;0.02;236681;0.05
сигнализаторы;сигнализаторы оксида углерода;10268;0.13;236681;0.05
сигнализаторы;сигнализаторы термохимические;997;0.3;236681;0.05
сигнализаторы;сигнализаторы-эксплозиметры термохимические;327;0.0;236681;0.05
система;система автоматизированная информационно-измерительная коммерческого;4452;0.31;4749;0.33
система;системы для измерений параметров;175;0.98;4749;0.33
система;системы для иммуноферментного анализа;122;0.3;4749;0.33
системы;анализаторы систем связи;82;0.1;16512;0.23
системы;подсистема измерительная автоматизированная диспетчерского;2;0.0;16512;0.23
системы;системы аварийного отключения газа;922;0.08;16512;0.23
системы;системы акустико-эмиссионные;92;0.41;16512;0.23
системы;системы высокого напряжения измерительные;28;0.0;16512;0.23
системы;системы газоаналитические;1713;0.31;16512;0.23
системы;системы измерений длительности соединений;1541;0.5;16512;0.23
системы;системы измерительно-управляющие;2594;0.15;16512;0.23
системы;системы измерительные;2133;0.04;16512;0.23
системы;системы информационно-измерительные;34;0.24;16512;0.23
системы;системы контроля загазованности;263;0.15;16512;0.23
системы;системы лазерные координатно-измерительные;122;1.0;16512;0.23
системы;системы лазерные координатно-измерительные сканирующие;4857;0.11;16512;0.23
системы;системы оптические измерительные;633;0.51;16512;0.23
системы;системы управления виброиспытаниями;1496;0.59;16512;0.23
сита;сита лабораторные;4942;0.51;4959;0.51
сита;уви-спектрофотометры;17;1.0;4959;0.51
спектрометры;спектрометры атомно-абсорбционные;651;0.31;2070;0.58
спектрометры;спектрометры комбинационного рассеяния;13;0.85;2070;0.58
спектрометры;спектрометры лазерно-искровые эмиссионные;20;0.3;2070;0.58
спектрометры;спектрометры оптико-эмиссионные;107;0.93;2070;0.58
спектрометры;спектрометры оптические эмиссионные;207;0.65;2070;0.58
спектрометры;спектрометры рентгенофлуоресцентные;232;0.99;2070;0.58
спектрометры;спектрометры эмиссионные;230;0.29;2070;0.58
спектрометры;спектрометры эмиссионные с индуктивно;385;0.69;2070;0.58
спектрометры;спектрометры энергий рентгеновского излучения;23;0.04;2070;0.58
спектрометры;спектрофотометры атомно-абсорбционные;202;0.94;2070;0.58
станки;бруски контрольные;9416;0.01;12543;0.11
станки;кольца установочные;1822;0.62;12543;0.11
станки;метры деревянные брусковые;1017;0.0;12543;0.11
станки;станки балансировочные;266;0.79;12543;0.11
станки;ухо искусственное;22;0.64;12543;0.11
стенды;стенды балансировочные;56;0.54;2591;0.19
стенды;стенды балансировочные торговой марки;44;0.45;2591;0.19
стенды;стенды для измерений тормозной;821;0.15;2591;0.19
стенды;стенды для поверки вычислителей;24;0.21;2591;0.19
стенды;стенды для поверки локомотивных;76;0.3;2591;0.19
стенды;стенды тормозные;698;0.17;2591;0.19
стенды;стенды тормозные силовые;827;0.22;2591;0.19
стенды;стенды универсальные коллиматорные;45;0.02;2591;0.19
счетчики;анализаторы газов и жидкостей;17;0.47;9780310;0.03
счетчики;датчики газов;3173;1.0;9780310;0.03
счетчики;датчики горючих газов;342;0.99;9780310;0.03
счетчики;датчики расхода газа;1135;0.0;9780310;0.03
счетчики;детекторы газов;283;1.0;9780310;0.03
счетчики;одориметры газа ог;7;0.0;9780310;0.03
счетчики;радиометры газов;51;0.14;9780310;0.03
счетчики;расходомеры газа ультразвуковые;302;0.71;9780310;0.03
счетчики;сигнализаторы газа бытовые;7697;0.0;9780310;0.03
счетчики;счетчики активной электрической энергии;39030;0.0;9780310;0.03
счетчики;счетчики воды;120933;0.16;9780310;0.03
счетчики;счетчики воды крыльчатые;667317;0.0;9780310;0.03
счетчики;счетчики воды турбинные;3597;0.14;9780310;0.03
счетчики;счетчики воды ультразвуковые;219;0.0;9780310;0.03
счетчики;счетчики воды универсальные;271811;0.01;9780310;0.03
счетчики;счетчики газа;541233;0.02;9780310;0.03
счетчики;счетчики газа бытовые;193417;0.0;9780310;0.03
счетчики;счетчики газа диафрагменные с;4684;0.0;9780310;0.03
счетчики;счетчики газа ротационные;116572;0.19;9780310;0.03
счетчики;счетчики горячей воды;7661;0.0;9780310;0.03
счетчики;счетчики горячей воды крыльчатые;6084;0.97;9780310;0.03
счетчики;счетчики нефтепродуктов;1408;0.03;9780310;0.03
счетчики;счетчики нефти турбинные;118;0.0;9780310;0.03
счетчики;счетчики однофазные статические;1863;0.0;9780310;0.03
счетчики;счетчики оптико-электронные аэрозольные;5;0.0;9780310;0.03
счетчики;счетчики расхода газа турбинные;226;0.0;9780310;0.03
счетчики;счетчики тепла;14280;0.0;9780310;0.03
счетчики;счетчики турбинные;899;0.0;9780310;0.03
счетчики;счетчики ультразвуковые;7584;0.05;9780310;0.03
счетчики;счетчики холодной воды;8888;0.24;9780310;0.03
счетчики;счетчики холодной воды крыльчатые;13416;0.79;9780310;0.03
счетчики;счетчики холодной и горячей;6003012;0.04;9780310;0.03
счетчики;счетчики электрические однофазные;1790;0.0;9780310;0.03
счетчики;счетчики электрической энергии многофункциональные;251240;0.01;9780310;0.03
счетчики;счетчики электрической энергии трехфазные;1489448;0.01;9780310;0.03
счетчики;счетчики-расходомеры;568;0.27;9780310;0.03
тахеометры;тахеометр электронный эталонный;2;1.0;8572;0.98
тахеометры;тахеометры электронные;7926;0.98;8572;0.98
тахеометры;тахеометры электронные взрывозащищенные;20;0.0;8572;0.98
тахеометры;тахеометры электронные под товарным;624;1.0;8572;0.98
твердомеры;твердомеры;470;0.14;3460;0.14
твердомеры;твердомеры бринелля;52;0.29;3460;0.14
твердомеры;твердомеры виккерса;79;0.85;3460;0.14
твердомеры;твердомеры динамические малогабаритные;225;0.3;3460;0.14
твердомеры;твердомеры портативные динамические;1258;0.13;3460;0.14
твердомеры;твердомеры роквелла;166;0.49;3460;0.14
твердомеры;твердомеры супер-роквелла;3;1.0;3460;0.14
твердомеры;твердомеры универсальные;1207;0.03;3460;0.14
тепловычислители;дымомеры;1172;0.06;197082;0.09
тепловычислители;тепловычислители;161327;0.09;197082;0.09
тепловычислители;тягомеры, напоромеры, тягонапоромеры мембранные;34583;0.08;197082;0.09
теплосчетчики;теплосчетчики;133935;0.11;156186;0.12
теплосчетчики;теплосчетчики им2300тм;9;0.0;156186;0.12
теплосчетчики;теплосчетчики компактные;14717;0.19;156186;0.12
теплосчетчики;теплосчетчики многоканальные;864;0.0;156186;0.12
теплосчетчики;теплосчетчики ультразвуковые;4788;0.35;156186;0.12
теплосчетчики;теплосчетчики электромагнитные;34;0.0;156186;0.12
теплосчетчики;теплосчетчики-водомеры;3;0.0;156186;0.12
теплосчетчики;теплосчетчики-регистраторы;1651;0.0;156186;0.12
теплосчетчики;теплосчетчики-тепломеры;4;0.0;156186;0.12
теплосчетчики;электросчетчики однофазные;181;0.0;156186;0.12
термометры;барометры-анероиды;5881;0.0;3741727;0.89
термометры;дозиметры бытовые;19;0.0;3741727;0.89
термометры;нитратомеры;187;0.0;3741727;0.89
термометры;спиртомеры оптические;25;0.0;3741727;0.89
термометры;термометры;21257;0.03;3741727;0.89
термометры;термометры биметаллические;140566;0.1;3741727;0.89
термометры;термометры бытовые;112;0.0;3741727;0.89
термометры;термометры манометрические;14492;0.55;3741727;0.89
термометры;термометры медицинские цифровые;2558922;1.0;3741727;0.89
термометры;термометры метеорологические стеклянные;138944;0.0;3741727;0.89
термометры;термометры ртутные стеклянные лабораторные;10712;0.0;3741727;0.89
термометры;термометры сопротивления;68053;0.02;3741727;0.89
термометры;термометры стеклянные;44745;0.03;3741727;0.89
термометры;термометры цифровые;9503;0.87;3741727;0.89
термометры;термометры электронные;728309;0.99;3741727;0.89
термопреобразователи;gnss-приемники спутниковые геодезические многочастотные;1192;0.94;119263;0.16
термопреобразователи;gnss-станции опорные спутниковые геодезические;34;1.0;119263;0.16
термопреобразователи;автотопливозаправщики;639;0.0;119263;0.16
термопреобразователи;автотопливозаправщики, автоцистерны;106;0.0;119263;0.16
термопреобразователи;вибропреобразователи;7406;0.07;119263;0.16
термопреобразователи;вибропреобразователи пьезоэлектрические;4004;0.02;119263;0.16
термопреобразователи;динамометры на растяжение;307;0.14;119263;0.16
термопреобразователи;сопротивления добавочные;220;0.02;119263;0.16
термопреобразователи;термопреобразователи;14817;0.01;119263;0.16
термопреобразователи;термопреобразователи платиновые технические;1192;0.0;119263;0.16
термопреобразователи;термопреобразователи с унифицированным выходным;22963;0.24;119263;0.16
термопреобразователи;термопреобразователи сопротивления;49677;0.09;119263;0.16
термопреобразователи;термопреобразователи сопротивления медные;209;0.0;119263;0.16
термопреобразователи;термопреобразователи сопротивления платиновые;11382;0.6;119263;0.16
термопреобразователи;термопреобразователи универсальные;5115;0.0;119263;0.16
тестеры;тестеры;332;1.0;2240;0.54
тестеры;тестеры оптические;1908;0.46;2240;0.54
толщиномеры;толщиномеры;640;0.2;9334;0.21
толщиномеры;толщиномеры бумаги и картона;2;1.0;9334;0.21
толщиномеры;толщиномеры индикаторные;1137;0.03;9334;0.21
толщиномеры;толщиномеры магнитные;65;0.35;9334;0.21
толщиномеры;толщиномеры покрытий;2076;0.43;9334;0.21
толщиномеры;толщиномеры покрытий магнитные;630;0.07;9334;0.21
толщиномеры;толщиномеры ручные;14;0.0;9334;0.21
толщиномеры;толщиномеры ультразвуковые;4770;0.19;9334;0.21
трансформаторы;датчики тока;1081;1.0;263821;0.13
трансформаторы;датчики тока и напряжения;10;0.0;263821;0.13
трансформаторы;измерители тока короткого замыкания;125;1.0;263821;0.13
трансформаторы;измерители тока утечки;20;0.1;263821;0.13
трансформаторы;источники тока программируемые;1;0.0;263821;0.13
трансформаторы;калибраторы тока;422;0.47;263821;0.13
трансформаторы;преобразователи тока измерительные оптические;1;0.0;263821;0.13
трансформаторы;пробник тока радиочастотный;2;1.0;263821;0.13
трансформаторы;трансформаторы тока;195487;0.14;263821;0.13
трансформаторы;трансформаторы тока встроенные;1865;0.23;263821;0.13
трансформаторы;трансформаторы тока измерительные;14774;0.38;263821;0.13
трансформаторы;трансформаторы тока опорные;15092;0.0;263821;0.13
трансформаторы;трансформаторы тока шинные;34936;0.0;263821;0.13
трансформаторы;усилители тока;5;1.0;263821;0.13
уровнемеры;уровнемеры;3299;0.32;10487;0.57
уровнемеры;уровнемеры буйковые;340;0.91;10487;0.57
уровнемеры;уровнемеры емкостные;167;0.96;10487;0.57
уровнемеры;уровнемеры магнитострикционные;1586;0.54;10487;0.57
уровнемеры;уровнемеры микроволновые;2293;0.97;10487;0.57
уровнемеры;уровнемеры поплавковые;882;0.14;10487;0.57
уровнемеры;уровнемеры радарные;658;0.88;10487;0.57
уровнемеры;уровнемеры ультразвуковые;1262;0.53;10487;0.57
уровни;барьеры искрозащиты;2204;0.13;31373;0.07
уровни;динамометры общего назначения;17475;0.0;31373;0.07
уровни;индикаторы часового типа;5058;0.31;31373;0.07
уровни;квадранты оптические;606;0.0;31373;0.07
уровни;образцы шероховатости поверхности (сравнения);1238;0.0;31373;0.07
уровни;стандарты частоты и времени;891;0.22;31373;0.07
уровни;уровни электронные;1183;0.11;31373;0.07
уровни;шаблоны путевые;2718;0.0;31373;0.07
установки;автоцистерны для нефтепродуктов;405;0.0;69021;0.19
установки;ареометры для спирта;8244;0.0;69021;0.19
установки;термометры для рефрижераторов;1545;0.0;69021;0.19
установки;установка вибрационная поверочная;4;0.0;69021;0.19
установки;установка для поверки счетчиков;134;0.21;69021;0.19
установки;установки для поверки вольтметров;615;0.0;69021;0.19
установки;установки для поверки счетчиков;2530;0.18;69021;0.19
установки;установки измерительные;849;0.01;69021;0.19
установки;установки контроля поверхностного загрязнения;59;0.19;69021;0.19
установки;установки многофункциональные измерительные;778;0.23;69021;0.19
установки;установки поверки счетчиков газа;3;0.0;69021;0.19
установки;установки поверочные;973;0.14;69021;0.19
установки;установки поверочные для счетчиков;93;0.03;69021;0.19
установки;установки поверочные переносные;1205;0.0;69021;0.19
установки;установки проверки средств релейной;43;0.0;69021;0.19
установки;установки радиометрические;471;0.03;69021;0.19
установки;установки раздаточные жидкости;32;1.0;69021;0.19
установки;установки расходомерные массовые;40;0.0;69021;0.19
установки;установки топливораздаточные;965;0.02;69021;0.19
установки;установки трубопоршневые;23;0.17;69021;0.19
установки;устройства для взвешивания автомобилей;44268;0.27;69021;0.19
установки;фотометры для микропланшетов;5742;0.06;69021;0.19
устройства;приспособления калибровочные для устройств;5;0.6;78566;0.16
устройства;средства аппаратно-программные аппаратуры учета;45;0.84;78566;0.16
устройства;устройства весоизмерительные;2922;0.16;78566;0.16
устройства;устройства детектирования;1482;0.04;78566;0.16
устройства;устройства для измерений углов;53480;0.2;78566;0.16
устройства;устройства измерительные;1692;0.26;78566;0.16
устройства;устройства измерительные параметров релейной;18479;0.04;78566;0.16
устройства;устройства контроля воздухораспределителей;85;0.04;78566;0.16
устройства;устройства проверки простых защит;140;0.0;78566;0.16
устройства;устройства синхронизации времени;228;0.0;78566;0.16
устройства;устройства телемеханики удаленные;8;0.25;78566;0.16
фурье-спектрометры;фурье-спектрометры;82;0.63;321;0.72
фурье-спектрометры;фурье-спектрометры инфракрасные;239;0.75;321;0.72
хроматографы;хроматографы;391;0.08;3754;0.52
хроматографы;хроматографы газовые;1362;0.6;3754;0.52
хроматографы;хроматографы газовые промышленные;374;0.17;3754;0.52
хроматографы;хроматографы жидкостные;986;0.74;3754;0.52
хроматографы;хроматографы жидкостные микроколоночные;42;0.12;3754;0.52
хроматографы;хроматографы жидкостные/ионные;242;0.9;3754;0.52
хроматографы;хроматографы ионные;68;0.99;3754;0.52
хроматографы;хроматографы лабораторные газовые;289;0.09;3754;0.52
шунты;зонды гидрологические;166;0.87;9998;0.16
шунты;шприцы медицинские инъекционные многократного;1385;0.99;9998;0.16
шунты;шунты;96;0.0;9998;0.16
шунты;шунты измерительные стационарные взаимозаменяемые;8351;0.01;9998;0.16
щупы;щупы;3175;0.25;3175;0.25
электроды;анализаторы рн;11;0.0;19074;0.03
электроды;аттенюаторы;836;0.34;19074;0.03
электроды;делители напряжения;549;0.01;19074;0.03
электроды;задатчики давления;83;0.0;19074;0.03
электроды;измерители пид-регуляторы универсальные программные;121;0.26;19074;0.03
электроды;источники постоянного тока;1523;0.09;19074;0.03
электроды;капсюли микрофонные конденсаторные;167;0.51;19074;0.03
электроды;компараторы частотные;841;0.0;19074;0.03
электроды;мини-рефлектометры оптические;44;1.0;19074;0.03
электроды;электроды ионоселективные;14899;0.0;19074;0.03
