"filename";"color";"type";"value"
"2011-47496-11.pdf";"142,221,249";"2";"для 2%≤I/In диапазона 2%≤I/In <5%"
"2011-47510-11.pdf";"255,240,102";"0";"Система автоматизированная информационно-измерительная коммерческого учета электроэнергии (АИИС КУЭ) присоединений в ячейках распределительных устройств 0,4 – 10 кВ электростанций ОАО «Мосэнерго» ГРЭС-3, ТЭЦ-8, ТЭЦ-11, ТЭЦ-12, ТЭЦ-16, ТЭЦ-17, ТЭЦ-20, ТЭЦ-21, ТЭЦ-23, ТЭЦ-25, ТЭЦ-27"
"2011-47510-11.pdf";"142,221,249";"2";"Границы допускаемой энергии относительной в рабочих условиях погрешности эксплуатации измерения АИИС активной КУЭ электрической энергии в рабочих условиях эксплуатации АИИС КУЭ"
"2011-47510-11.pdf";"142,221,249";"2";"±1,7"
"2011-47617-11.pdf";"255,240,102";"0";"Система учета электроэнергии автоматизированная ОАО «Экспериментальная информационно-измерительная ТЭС» коммерческого учета электроэнергии ОАО «Экспериментальная ТЭС»"
"2011-47617-11.pdf";"142,221,249";"2";"Границы (δW P) энергии допускаемой ИК АИИС относительной в рабочих условиях погрешности применения измерений для значений активной тока"
"2011-47617-11.pdf";"142,221,249";"2";"энергии"
"2011-47617-11.pdf";"142,221,249";"2";"5,6 3,1"
"2011-47654-11.pdf";"255,240,102";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная ""Мосэнерго"" коммерческого ТЭЦ-29 учета присоединения электроэнергии ООО ""БИЛД (АИИС ФАСТ КУЭ) ТЕКНОЛОДЖИ"" ОАО ""Мосэнерго"" в части ТЭЦ-29 на присоединения ООО ""БИЛД ФАСТ ТЕКНОЛОДЖИ"""
"2011-47654-11.pdf";"142,221,249";"2";"±δ), %"
"2011-47654-11.pdf";"142,221,249";"2";"1,7"
"2011-47690-11.pdf";"255,255,0";"0";"Тахометры электронные РАНК-1"
"2011-47690-11.pdf";"0,255,0";"1";"об/мин час-"
"2012-51280-12.pdf";"142,221,249";"2";"±1,5 %."
"2011-47690-11.pdf";"0,174,237";"2";"Предел допускаемой относительной вала, % погрешности измерения час- Предел тоты вращения допускаемой коленчатого относительной вала, % (количество 2,5 3, 4,"
"2011-47713-11.pdf";"255,240,102";"0";"Комплексы вижного состава измерительные «ЭВКЛИД» многоканальные для диагностики и испытаний под-"
"2011-47713-11.pdf";"124,240,102";"1";"В"
"2011-47713-11.pdf";"142,221,249";"2";"0,35 %"
"2011-47713-11.pdf";"124,240,102";"1";"Диапазон входного напряжения"
"2011-47713-11.pdf";"142,221,249";"2";"± 5) оС 1"
"2011-47713-11.pdf";"142,221,249";"2";"от 0,1 до 0,35"
"2011-47760-11-2.pdf";"255,255,0";"0";"Весы вагонные ВВД"
"2011-47760-11-2.pdf";"0,255,0";"1";"кг"
"2011-47760-11-2.pdf";"0,174,237";"2";"Пределы абсо- допус- каемой абсо- лютной ности, погреш- ности, кг"
"2011-47760-11-2.pdf";"0,174,237";"2";"±1"
"2011-47786-11.pdf";"255,255,0";"0";"Каналы информационно-измерительные системы автоматизированной информационно-измерительной информационно-измерительной (мощности) 1,2 ""Волжский коммерческого завод"" учета (ИИК электрической 1,2 энергии (мощности) «ВТЗ») № 1,2 ОАО ""Волжский трубный завод"" (ИИК № 1,2 АИИС КУЭ «ВТЗ»)"
"2011-47786-11.pdf";"0,174,237";"2";"± (%)"
"2011-47786-11.pdf";"0,174,237";"2";"± 1,1"
"2011-47800-11.pdf";"255,255,0";"0";"Система автоматизированная информационно-измерительная (АИИС КУЭ) коммерческого учета электрической энергии «РЖД» (АИИС КУЭ) тяговых подстанций Куйбышевской ЖД филиала ОАО «РЖД» в границах Оренбургской области"
"2011-47800-11.pdf";"0,174,237";"2";"Доверительные границы относительной погрешности измерений активной электрической энергии и средней P=0,95, активной мощности %, при доверительной вероятности P=0,95, %, при коэффициенте мощности"
"2011-47800-11.pdf";"0,174,237";"2";"± 1,3"
"2011-47801-11.pdf";"255,255,0";"0";"Система автоматизированная информационно-измерительная (АИИС КУЭ) коммерческого учета электрической энергии «РЖД» (АИИС КУЭ) тяговых подстанций Куйбышевской ЖД филиала ОАО «РЖД» в границах Ульяновской области"
"2011-47801-11.pdf";"0,174,237";"2";"Доверительные границы относительной погрешности измерений активной электрической энергии и средней P=0,95, активной мощности %, при доверительной вероятности P=0,95, %, при коэффициенте мощности"
"2011-47801-11.pdf";"0,174,237";"2";"± 1,7"
"2011-47886-11.pdf";"255,240,102";"0";"Нановольтметры/микроомметры 34420А"
"2011-47886-11.pdf";"124,240,102";"1";"мВ"
"2011-47886-11.pdf";"142,221,249";"2";"± 0,0050D + 0,0020E ,0050D + 0,0003E"
"2011-47886-11.pdf";"124,240,102";"1";"Пределы измерений"
"2011-47886-11.pdf";"124,240,102";"1";"1 10"
"2011-47886-11.pdf";"142,221,249";"2";"Пределы допускаемой абсолютной погрешности измерения Измерение напряжения постоянного тока"
"2011-47994-11.pdf";"255,240,102";"0";"Термопреобразователи SSR-Pt100-6-05-60-02 сопротивления платиновые модели SSR-Pt100-6-05-60-02"
"2011-47994-11.pdf";"124,240,102";"1";"00385"
"2011-47994-11.pdf";"124,240,102";"1";"ТС α"
"2011-48007-11.pdf";"255,255,0";"0";"Система автоматизированная (АИИС информационно-измерительная КУЭ) ПС-110 «Роза - Хутор» коммерческого учета электрической энергии (АИИС КУЭ) ПС-110 кВ «Роза - Хутор»"
"2011-48007-11.pdf";"0,174,237";"2";"δwp (δpp)"
"2011-48007-11.pdf";"0,174,237";"2";"в точке диапазона первичного тока сети: сети: I1 I1 = = 0,02•Iном 0,01•Iном"
"2011-48007-11.pdf";"0,174,237";"2";"±0,9"
"2011-48037-11.pdf";"255,240,102";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная «АК «Транснефть» 2 коммерческого учета электроэнергии (АИИС КУЭ) ОАО «АК «Транснефть» 2 очередь"
"2011-48037-11.pdf";"142,221,249";"2";"± %"
"2011-48037-11.pdf";"142,221,249";"2";"± % при результата доверительной измерений вероятности коли-"
"2011-48037-11.pdf";"142,221,249";"2";"2,1 1,1"
"2011-48169-11.pdf";"255,240,102";"0";"Профилометры интерференционные компьютерные ПИК–30М"
"2011-48169-11.pdf";"124,240,102";"1";"мкм"
"2011-48169-11.pdf";"142,221,249";"2";"± 0,08"
"2011-48169-11.pdf";"124,240,102";"1";"Диапазон измерений высот профиля поверхности,"
"2011-48169-11.pdf";"142,221,249";"2";"профиля Пределы поверхности, допускаемой мкм абсолютной погрешности измерения высот профиля поверхности, мкм 3"
"2011-48298-11.pdf";"255,240,102";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная «КАРТОНТАРА» коммерческого учета электроэнергии (АИИС КУЭ) ЗАО «КАРТОНТАРА»"
"2011-48298-11.pdf";"142,221,249";"2";"Границы допускаемой относительной погрешности измерения активной электрической энергии в рабочих условиях эксплуатации АИИС КУЭ"
"2011-48322-11.pdf";"255,240,102";"0";"Резервуар вертикальный стальной цилиндрический РВСПК – 50000"
"2011-48322-11.pdf";"142,221,249";"2";"относительной м3, м3,"
"2011-48322-11.pdf";"124,240,102";"1";"относительной м3, м3,"
"2011-48322-11.pdf";"142,221,249";"2";"± 0,1."
"2011-48322-11.pdf";"124,240,102";"1";"относительной"
"2011-48322-11.pdf";"142,221,249";"2";"Пределы допускаемой вместимости, относительной % (геометрический погрешности метод) определения размеры, вместимости, мм, % более: (геометрический метод)"
"2011-48342-11.pdf";"255,255,0";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная «Фортум» коммерческого ТЭЦ-1 учета электроэнергии (АИИС КУЭ) ОАО «Фортум» филиал Тюменская ТЭЦ-1"
"2011-48342-11.pdf";"0,174,237";"2";"Доверительные границы относительной погрешности результата измерений P=0,95: активной элек- трической энергии при доверительной вероятности P=0,95:"
"2011-48342-11.pdf";"0,174,237";"2";"7 1,2 1,0"
"2011-48358-11.pdf";"255,240,102";"0";"Система автоматизированная информационно-измерительная коммерческого учета ЗАО «БТК электрической групп» энергии и мощности Всеволожской фабрики ЗАО «БТК групп»"
"2011-48358-11.pdf";"142,221,249";"2";"измерения Пределы активной относительных и реактивной погрешностей электрической (приписанные энергии и мощности, характеристики %, для рабочих погрешности) усло- вий измерения эксплуатации активной АИИС"
"2011-48358-11.pdf";"142,221,249";"2";"Всеволожской электрической фабрики энергии ЗАО"
"2011-48358-11.pdf";"142,221,249";"2";"±2,4"
"2011-48482-11.pdf";"255,240,102";"0";"Анализатор газовый AMI 200"
"2011-48482-11.pdf";"124,240,102";"1";"см3"
"2011-48482-11.pdf";"142,221,249";"2";"± 15"
"2011-48482-11.pdf";"124,240,102";"1";"Диапазон измерений объема хемосорбированного газа,"
"2011-48482-11.pdf";"142,221,249";"2";"Пределы хемосорбированного допускаемой газа, относительной % погрешности измерений объема хемосорбированного газа, %"
"2011-48576-11.pdf";"255,240,102";"0";"Счетчики электрической энергии однофазные электронные ЦЭ2726"
"2011-48576-11.pdf";"124,240,102";"1";"имп./кВт∙ч чувствительности)"
"2011-48576-11.pdf";"142,221,249";"2";"± 1,0"
"2011-48576-11.pdf";"124,240,102";"1";"(порог чувствительности)"
"2011-48576-11.pdf";"142,221,249";"2";"± 0,5; 1,0"
"2011-48614-11.pdf";"255,240,102";"0";"Система учета электроэнергии автоматизированная (АИИС КУЭ) информационно-измерительная тяговой подстанции ""Муром"" коммерческого Горьковской учета - электроэнергии ""Российские (АИИС КУЭ) тяговой Дороги"" подстанции ""Муром"" Горьковской ЖД - филиала ОАО ""Российские Железные Дороги"" в границах Владимирской области"
"2011-48614-11.pdf";"142,221,249";"2";"±), %"
"2011-48614-11.pdf";"142,221,249";"2";"2,4"
"2012-12156-12.pdf";"255,255,0";"0";"Дозиметры ДБГ-06Т"
"2012-12156-12.pdf";"0,255,0";"1";"мкЗв/ч"
"2012-12156-12.pdf";"0,255,0";"1";"мР/ч"
"2012-12156-12.pdf";"0,174,237";"2";"± + × 15 ,0 05 − 1 ( Н * 10 & ( 10 � � � 15"
"2012-12156-12.pdf";"0,174,237";"2";"± + × 30 ,0 01 − 1 ( Н 10 & * ( Н к 10 & + 30 ,0 01"
"2012-21368-12.pdf";"255,240,102";"0";"Теплосчётчики КАРАТ ТМК-10"
"2012-21368-12.pdf";"142,221,249";"2";"±2"
"2012-21368-12.pdf";"142,221,249";"2";"измерении Пределы допускаемой давления, % относительной погрешности при измерении давления, %"
"2012-22827-12.pdf";"255,255,0";"0";"Счетчики электрической энергии однофазные электронные СОЭБ-1"
"2012-22827-12.pdf";"0,174,237";"2";"±0,5"
"2012-22914-02.pdf";"255,255,0";"0";"Лаборатории поверочные передвижные ППЛ-ТРК мод. 01, мод. 02"
"2012-22914-02.pdf";"0,255,0";"1";"дм3"
"2012-22914-02.pdf";"0,174,237";"2";"± 0,16"
"2012-23230-02.pdf";"255,240,102";"0";"Калориметры бомбовые АБК-1"
"2012-23230-02.pdf";"124,240,102";"1";"погрешности кДж"
"2012-23230-02.pdf";"142,221,249";"2";"± 0,1"
"2012-23230-02.pdf";"124,240,102";"1";"погрешности"
"2012-23230-02.pdf";"142,221,249";"2";"Пределы допускаемой относительной погрешности калориметра, %"
"2012-31018-06.pdf";"255,255,0";"0";"Шунты 100ШСВ1, измерительные 150ШСВ1 стационарные взаимозаменяемые 75ШСА1, 75ШСВ1, 100ШСВ1, 150ШСВ1"
"2012-31018-06.pdf";"0,174,237";"2";"±0,5"
"2012-49006-12.pdf";"255,240,102";"0";"Система учета электроэнергии автоматизированная (АИИС КУЭ) информационно-измерительная тяговой подстанции ""Единовер"" коммерческого Южно- учета Уральской Челябинской электроэнергии ЖД области - филиала (АИИС ОАО КУЭ) ""Российские тяговой подстанции Железные Дороги"" ""Единовер"" в границах Южно- Челябинской области"
"2012-49006-12.pdf";"142,221,249";"2";"±δ), %"
"2012-49006-12.pdf";"142,221,249";"2";"1,0"
"2012-49010-12.pdf";"255,255,0";"0";"Счетчики 489.03, электрической 489.04, энергии 489.05, трехфазные 489.06 статические РиМ 489.03, РиМ 489.04, РиМ 489.05, РиМ 489.06"
"2012-49010-12.pdf";"0,255,0";"1";"Активная энергия кВт•ч"
"2012-49010-12.pdf";"0,174,237";"2";"Пределы допускаемой основной 489.04, погрешности РиМ489.06 при измерении Ртек, %"
"2012-49010-12.pdf";"0,174,237";"2";"±1,0"
"2012-49149-12.pdf";"255,255,0";"0";"Амперметры лабораторные Э535М, Э536М, Э537М, Э538М, Э539М"
"2012-49149-12.pdf";"0,174,237";"2";"± 0,5 %"
"2012-49149-12.pdf";"0,255,0";"1";"Диапазоны измерений 50 Гц до 60 силы Гц и переменного силы постоянного тока в тока. области частот от измерений 50 Гц до 60 силы Гц и переменного силы постоянного тока в тока. области"
"2012-49149-12.pdf";"0,255,0";"1";"A"
"2012-49173-12.pdf";"255,240,102";"0";"Аппаратура геодезическая спутниковая Trimble R3"
"2012-49173-12.pdf";"124,240,102";"1";"мм"
"2012-49173-12.pdf";"124,240,102";"1";"измеряемое расстояние,"
"2012-49289-12.pdf";"255,240,102";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная «Тавдинский коммерческого комбинат» учета электроэнергии (АИИС КУЭ) ООО «Тавдинский фанерный комбинат»"
"2012-49289-12.pdf";"142,221,249";"2";"± 5,7"
"2012-49289-12.pdf";"142,221,249";"2";"Погрешность Погрешность Погрешность Погрешность Погрешность Погрешность Погрешность Погрешность Погрешность Погрешность Погрешность в рабо- условиях, рабо- рабо- рабо- рабо- чих чих чих условиях, условиях, условиях, условиях, условиях, условиях, условиях, условиях, условиях,  %"
"2012-49296-12-2.pdf";"255,255,0";"0";"Счетчики электрической энергии трехфазные ГАММА СЭТ3"
"2012-49296-12-2.pdf";"0,174,237";"2";"±0,2"
"2012-49296-12-2.pdf";"0,174,237";"2";"Пределы допус- каемой основной погрешности, %,"
"2012-49431-12.pdf";"255,240,102";"0";"Система автоматизированная информационно-измерительная коммерческого учета электрической энергии ПС 500 кВ Осиновка учета электрической энергии ПС 500 кВ Осиновка"
"2012-49431-12.pdf";"142,221,249";"2";"погрешность Основная погрешность ИК, ИК, % %"
"2012-49431-12.pdf";"142,221,249";"2";"± 1,1% 2,2%"
"2012-49561-12.pdf";"255,240,102";"0";"Комплексы ультразвукового контроля черновых осей SCANAXLES OP-05"
"2012-49561-12.pdf";"142,221,249";"2";"± 15"
"2012-49561-12.pdf";"142,221,249";"2";"Допускаемое отклонение установки амплитуды усиления, импульсов возбуждения, %"
"2012-49611-12-1.pdf";"255,255,0";"0";"Установки автоматизированные СЖГ-1001 спектрометрические контроля теплоносителя первого контура АЭС СЖГ-1001"
"2012-49611-12-1.pdf";"0,255,0";"1";"Бк/м3"
"2012-49611-12-1.pdf";"0,174,237";"2";"±30 %."
"2012-49622-12.pdf";"255,240,102";"0";"Система учета электроэнергии автоматизированная (АИИС КУЭ) информационно-измерительная ПС 220 кВ «Шмелево» для энергоснабжения коммерческого учета ООО «Греция» электроэнергии (АИИС КУЭ) ПС 220 кВ «Шмелево» для энергоснабжения ООО «Греция»"
"2012-49622-12.pdf";"142,221,249";"2";"ная Основ- ность, греш- % по- %"
"2012-49622-12.pdf";"142,221,249";"2";"± 1,1"
"2012-49648-12.pdf";"255,240,102";"0";"Датчики силоизмерительные тензорезисторные S363R."
"2012-49648-12.pdf";"124,240,102";"1";"кН"
"2012-49648-12.pdf";"124,240,102";"1";"Номинальная Рном, нагрузка Рном, Рном,"
"2012-49648-12.pdf";"142,221,249";"2";"Систематическая составляющая погрешности, % погрешности, %"
"2012-49648-12.pdf";"142,221,249";"2";"0,05"
"2012-49754-12.pdf";"255,255,0";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная «Оборонэнергосбыт» коммерческого учета электроэнергии №10 (ГТП в/ч 12556, (АИИС в/ч КУЭ) 12517, ОАО в/ч 17204, «Оборонэнергосбыт» в/ч 92154, в/ч 58172) по Московской области №10 (ГТП в/ч 12556, в/ч 12517, в/ч 17204, в/ч 92154, в/ч 58172)"
"2012-49754-12.pdf";"0,174,237";"2";"Пределы допускаемой (активная относительной энергия) погрешности ИИК"
"2012-49754-12.pdf";"0,174,237";"2";"±1,5"
"2012-49754-12.pdf";"0,174,237";"2";"δ100 %,"
"2012-49897-12.pdf";"255,255,0";"0";"Калориметры газовые поточные ""Gas-lab Q1"""
"2012-49897-12.pdf";"0,255,0";"1";"кг/м3"
"2012-49897-12.pdf";"0,255,0";"1";"кг/м3"
"2012-49897-12.pdf";"0,255,0";"1";"мол %"
"2012-49897-12.pdf";"0,174,237";"2";"±0,4) 0...20"
"2012-49897-12.pdf";"0,174,237";"2";"± 0,2"
"2012-50035-12-2.pdf";"255,240,102";"0";"Преобразователи виброизмерительные пьезоэлектрические АПЭ"
"2012-50035-12-2.pdf";"124,240,102";"1";"м⋅с-2 м⋅с-2"
"2012-50035-12-2.pdf";"142,221,249";"2";"более"
"2012-50035-12-2.pdf";"142,221,249";"2";"температурная Дополнительная погрешность, более температурная погрешность, не"
"2012-50035-12-2.pdf";"142,221,249";"2";"0,1"
"2012-50035-12-2.pdf";"124,240,102";"1";"Предельное рабочее вибрационное ускорение 9"
"2012-50090-12.pdf";"255,240,102";"0";"Ключи моментные шкальные (динамометрические) ДМ"
"2012-50090-12.pdf";"124,240,102";"1";"Н•м"
"2012-50090-12.pdf";"124,240,102";"1";"Н•м"
"2012-50090-12.pdf";"142,221,249";"2";"Пределы относитель- пускаемой до- щего рения ной относитель- ности силы, погреш- момента крутя- изме- % силы, %"
"2012-50090-12.pdf";"142,221,249";"2";"± 4"
"2012-50106-12.pdf";"255,255,0";"0";"Комплект шаблонов для колёсных пар КПЛ"
"2012-50106-12.pdf";"0,255,0";"1";"мм"
"2012-50106-12.pdf";"0,174,237";"2";"± 0,5"
"2012-50528-12.pdf";"255,240,102";"0";"Анализаторы цифровых и аналоговых ТВ сигналов Kathrein MSK 125"
"2012-50528-12.pdf";"124,240,102";"1";"дБмкВ"
"2012-50528-12.pdf";"142,221,249";"2";"± 2"
"2012-50528-12.pdf";"124,240,102";"1";"дБмкВ Диапазон измерений уровня сигнала в диапазоне частот,"
"2012-50528-12.pdf";"142,221,249";"2";"Пределы пряжения допускаемой сигнала в диапазоне погрешности рабочих измерений частот, дБ уровня на- (длина × × высота), мм, бо-"
"2012-50541-12.pdf";"255,255,0";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная ""Боровенка"" коммерческого учета - электроэнергии ""Российские (АИИС КУЭ) тяговой подстанции Дороги"" ""Боровенка"" Октябрьской ЖД - филиала ОАО ""Российские Железные Дороги"" в границах Новгородской области"
"2012-50541-12.pdf";"0,174,237";"2";"±δ),"
"2012-50541-12.pdf";"0,174,237";"2";"1,0"
"2012-50543-12.pdf";"255,240,102";"0";"Система автоматизированная (АИИС информационно-измерительная КУЭ) коммерческого ""Вагранская"" Свердловской учета электроэнергии ЖД - филиала (АИИС ОАО КУЭ) ""Российские тяговой Железные подстанции Дороги"" ""Вагранская"" в границах Свердловской Свердловской области ЖД - филиала ОАО ""Российские Железные Дороги"" в границах Свердловской области"
"2012-50543-12.pdf";"142,221,249";"2";"±δ), %"
"2012-50543-12.pdf";"142,221,249";"2";"2,4"
"2012-50554-12.pdf";"255,255,0";"0";"Система автоматизированная (АИИС информационно-измерительная КУЭ) ""Малый коммерческого остров"" учета электроэнергии - (АИИС КУЭ) ""Российские тяговой подстанции Дороги"" ""Малый остров"" Свердловской ЖД - филиала ОАО ""Российские Железные Дороги"" в границах Тюменской области"
"2012-50554-12.pdf";"0,174,237";"2";"±δ),"
"2012-50554-12.pdf";"0,174,237";"2";"1,0"
"2012-50665-12.pdf";"255,240,102";"0";"Резервуары горизонтальные цилиндрические двустенные стальные для нефти и нефтепродуктов РГДС"
"2012-50665-12.pdf";"124,240,102";"1";"м3 м3"
"2012-50665-12.pdf";"142,221,249";"2";"± 0,2"
"2012-50665-12.pdf";"124,240,102";"1";"Номинальная вместимость,"
"2012-50665-12.pdf";"142,221,249";"2";"± 0,2"
"2012-50804-12.pdf";"255,240,102";"0";"Установки контроля загрязнения рук и ног Sirius-5PB"
"2012-50804-12.pdf";"142,221,249";"2";"Бк"
"2012-50804-12.pdf";"124,240,102";"1";"Бк"
"2012-50804-12.pdf";"124,240,102";"1";"Пределы - бета-излучения, обнаружения Бк при вероятности 0,95 %: - бета-излучения,"
"2012-51005-12.pdf";"255,255,0";"0";"Преобразователи давления PZM и VRM"
"2012-51005-12.pdf";"0,255,0";"1";"кПа (бар)"
"2012-51005-12.pdf";"0,174,237";"2";"± 0,3"
"2012-51096-12.pdf";"255,240,102";"0";"Система автоматизированная (АИИС КУЭ) информационно-измерительная «Шадринский коммерческого завод» учета электроэнергии (АИИС КУЭ) ОАО «Шадринский автоагрегатный завод»"
"2012-51096-12.pdf";"142,221,249";"2";"Основная Основная Основная Основная Основная Основная Основная Основная по- по- по- грешность, грешность, грешность, грешность, грешность, грешность, грешность, грешность, грешность, грешность,  %"
"2012-51096-12.pdf";"142,221,249";"2";"± 1,1"
"2012-51250-12.pdf";"255,255,0";"0";"Система автоматизированная информационно-измерительная «Мосгорэнерго» коммерческого учета электроэнергии «Автокран» и мощности АИИС КУЭ ОАО «Мосгорэнерго» на объекте ОАО «Автокран»"
"2012-51250-12.pdf";"0,174,237";"2";"Пределы условиях, допускаемых %. относительных погрешностей ИК при измерении электриче- ской энергии в рабочих условиях, %."
"2012-51250-12.pdf";"0,174,237";"2";"±2,0"
"2012-51254-12.pdf";"255,240,102";"0";"Контроллеры NEYRPIC T.SLG UPC"
"2012-51254-12.pdf";"124,240,102";"1";"мА мА"
"2012-51254-12.pdf";"142,221,249";"2";"±0,05 мА)"
"2012-51254-12.pdf";"124,240,102";"1";"Диапазоны сигналов входных сигналов"
"2012-51254-12.pdf";"124,240,102";"1";"от 4 до 20 от 0 до 22"
"2012-51254-12.pdf";"142,221,249";"2";"±0,05 мА)"
"2012-51280-12.pdf";"255,240,102";"0";"Система ления АСДКУ измерительная ВСВ - расход автоматизированная воды диспетчерского контроля и управ-"
"2012-51280-12.pdf";"142,221,249";"2";"Пределы допускаемой - основной относительной погрешности ИК"
"2012-51385-12.pdf";"255,240,102";"0";"Усилители измерительные серии QuantumX модели MX1615"
"2012-51385-12.pdf";"142,221,249";"2";"0,05"
"2012-51385-12.pdf";"124,240,102";"1";"мВ/В измерения,"
"2012-51385-12.pdf";"124,240,102";"1";"мВ/В"
"2012-51385-12.pdf";"142,221,249";"2";"Предел погрешности допускаемой измерений, дополнительной вызванной изменением погрешности температуры измерений, вызванной изменением температуры 10 окружающей среды на 10 °С, % Полумостовые и полномостовые"
"2012-51393-12.pdf";"255,240,102";"0";"Трансформаторы напряжения OTEF 126"
"2012-51393-12.pdf";"124,240,102";"1";"кВ напряжения,"
"2012-51393-12.pdf";"124,240,102";"1";"Класс напряжения, напряжения,"
"2012-51560-12.pdf";"255,255,0";"0";"Устройства для воспроизведения параметров катодной защиты «Тверца-3000»"
"2012-51560-12.pdf";"0,255,0";"1";"Диапазон В"
"2012-51560-12.pdf";"0,255,0";"1";"А"
"2012-51560-12.pdf";"0,174,237";"2";"± 0,5"
"2012-51560-12.pdf";"0,174,237";"2";"± 0,25"
"2012-51582-12.pdf";"255,255,0";"0";"Стенд аэродинамический АТ-11"
"2012-51582-12.pdf";"0,255,0";"1";"м/с ско-"
"2012-51582-12.pdf";"0,174,237";"2";"± (0,05 + 0,02V) 15 25"
"2012-51709-12.pdf";"0,174,237";"2";"Газоанализаторы трассовые СПЕКТР-Л"
"2012-51709-12.pdf";"0,255,0";"1";"НКПР·м, Диапазон измерений интегральной довзрывоопасной концентрации метана, 2) НКПР·м,"
"2012-51709-12.pdf";"0,174,237";"2";"± 10 ний от 0 - относительной, до 1,5 НКПР·м, %"
"2012-51709-12.pdf";"0,174,237";"2";"± 10 20"
"2012-51812-12.pdf";"255,240,102";"0";"Система Лор-Еганского измерений количества и параметров «ТНК-Нижневартовск» свободного нефтяного «Белозерный газа с ДНС газоперерабатывающий Лор-Еганского месторождения комплекс» ОАО «ТНК-Нижневартовск» на ООО «Белозерный газоперерабатывающий комплекс»"
"2012-51812-12.pdf";"142,221,249";"2";"± 2,0"
"2012-51812-12.pdf";"142,221,249";"2";"Пределы объема СНГ, допускаемой приведенного относительной к стандартным погрешности условиям, измерений % объема Рабочая СНГ, среда приведенного СНГ по ГОСТ к Р стандартным 8.615-2005: условиям, %"
"2012-51824-12.pdf";"255,240,102";"0";"Кардиорегистраторы портативные КР-01"
"2012-51824-12.pdf";"124,240,102";"1";"мВ"
"2012-51824-12.pdf";"142,221,249";"2";"±7"
"2012-51824-12.pdf";"124,240,102";"1";"Диапазон входных напряжений,"
"2012-51824-12.pdf";"142,221,249";"2";"Пределы пряжения - от 0,1 до допускаемой сигнала, 0,5 мВ %, не относительной более: погрешности измерений на- - - от от 0,1 0,5 до до 0,5 4 мВ мВ"
"2012-51972-12.pdf";"255,255,0";"0";"во-Ермаковского Система измерений количества и параметров свободного нефтяного газа Орехо- во-Ермаковского месторождения"
"2012-51972-12.pdf";"0,255,0";"1";"м3/ч стан- МПа)"
"2012-51972-12.pdf";"0,174,237";"2";"± 5,0"
"2012-52075-12-2.pdf";"255,255,0";"0";"Комплексы программно-аппаратные ПАК АБИ"
"2012-52075-12-2.pdf";"0,255,0";"1";"м"
"2012-52075-12-2.pdf";"0,174,237";"2";"±0,3"
"2012-52095-12.pdf";"255,255,0";"0";"Тепловизоры TiR105, TiR110, инфракрасные TiR125 Fluke моделей Ti100, Ti105, Ti110, Ti125, TiR105, TiR110, TiR125"
"2012-52095-12.pdf";"0,255,0";"1";"°С"
"2012-52095-12.pdf";"0,174,237";"2";"±2 %"
"2012-52203-12.pdf";"255,255,0";"0";"Контроллеры многофункциональные ARIS MT700"
"2012-52203-12.pdf";"0,255,0";"1";"мА"
"2012-52203-12.pdf";"0,255,0";"1";"В"
"2012-52203-12.pdf";"0,174,237";"2";"± 0,2 %"
"2012-52203-12.pdf";"0,174,237";"2";"± 0,2 %"
"2012-52203-12.pdf";"0,174,237";"2";"± 0,2 %"
"2013-17364-13.pdf";"255,240,102";"0";"Теплосчетчики ТЭРМ-02"
"2013-17364-13.pdf";"255,240,102";"0";"оC температур, оC"
"2013-17364-13.pdf";"142,221,249";"2";"± 6,0"
"2013-17364-13.pdf";"124,240,102";"1";"оC"
"2013-17364-13.pdf";"124,240,102";"1";"Диапазон температур измеряемой среды, температур, оC температур,"
"2013-17364-13.pdf";"142,221,249";"2";"(ТЭРМ-02-8; Пределы рении количества допускаемой ТЭРМ-02-9) теплоты, относительной (основной канал погрешности измерения), при % изме- (ТЭРМ-02-8; ТЭРМ-02-9)"
"2013-21884-13.pdf";"255,240,102";"0";"Мосты СА7100-2, переменного СА7100-3 тока высоковольтные автоматические СА7100-1, СА7100-2, СА7100-3"
"2013-21884-13.pdf";"124,240,102";"1";"пФ"
"2013-21884-13.pdf";"142,221,249";"2";"± 1 10 ⋅"
"2013-21884-13.pdf";"142,221,249";"2";"X C C Xmax C"
"2013-21884-13.pdf";"142,221,249";"2";"C"
"2013-21884-13.pdf";"142,221,249";"2";"Пределы допускаемой основной относительной ис- погрешности пользовании - для поддиапазонов внешнего при измерении 1-3 эталонного емкости конденсатора при ис- - для поддиапазонов 1-3"
"2013-52937-13.pdf";"142,221,249";"2";"±1,2"
"2013-24410-07.pdf";"255,240,102";"0";"Счётчики «Меркурий ватт-часов 200» активной энергии переменного тока статические «Меркурий 200»"
"2013-24410-07.pdf";"124,240,102";"1";"имп./(кВт⋅ч) имп./(кВт⋅ч)"
"2013-24410-07.pdf";"124,240,102";"1";"Постоянная – счётчиков: телеметрии; – – в режиме телеметрии; поверки."
